Name,Date,Likes,Views,Comments
Tasty,2013-08-07,33247,1448414,2924
Ladies' Code,2013-08-05,58502,3629534,3523
B.A.P,2013-08-05,173523,11442050,39364
Dickpunks,2013-07-31,3952,431383,376
EXO,2013-07-31,3108881,302695049,258417
24K,2013-07-31,48369,1762124,2536
M.I.B,2013-07-31,36150,2313888,2254
F-ve Dolls,2013-07-29,9467,757192,1360
Brown Eyed Girls,2013-07-28,13062,676492,1212
AOA Black,2013-07-25,118630,16687578,7588
Koyote,2013-07-25,8073,880439,622
Tahiti,2013-07-24,18604,2028389,1601
f(x),2013-07-24,714584,70228140,80919
December,2013-07-23,1959,196662,116
Apink,2013-07-19,36231,4294911,3348
Sunny Hill,2013-07-19,18493,2295807,1555
Miss S,2013-07-19,2097,257302,132
Beast,2013-07-18,250913,34924856,77433
KARA,2013-07-18,10089,1664734,484
CNBLUE,2013-07-17,27083,3303575,1843
BTS,2013-07-16,2907410,163372804,108269
B.A.P,2013-07-16,158231,11132497,27982
Infinite,2013-07-15,243846,23525093,50655
Untouchable,2013-07-12,7981,284743,630
BESTie,2013-07-11,27392,4506732,2528
BTS,2013-07-10,1669135,89201721,58198
Teen Top,2013-07-09,42777,3057113,2816
2NE1,2013-07-07,754978,82620607,85953
Davichi,2013-07-04,42358,9343855,2376
Apink,2013-07-04,114733,17777128,12748
Mr.Mr,2013-07-04,18134,1062731,1062
Myname,2013-07-04,170416,9716382,11763
U-KISS,2013-07-03,31675,2866675,3515
FTISLAND,2013-07-03,22626,2430656,1361
Super Junior,2013-07-02,656275,81550349,478796
Dynamic Duo,2013-07-01,22782,4464516,1381
T-ara,2013-06-30,4104,464648,439
100%,2013-06-29,4038,121835,292
B.A.P,2013-06-27,152156,8964894,23337
4Minute,2013-06-27,175657,30352681,22076
A-PRINCE,2013-06-24,3205,145617,366
Crayon Pop,2013-06-23,504283,78691248,48219
Girl's Day,2013-06-23,183898,33095740,14742
2EYES,2013-06-21,10430,750263,1720
Dal Shabet,2013-06-19,29312,5447320,2358
A-PRINCE,2013-06-19,2640,132319,231
Beast,2013-06-18,63440,5871634,5108
After School,2013-06-12,109479,12133514,19488
BTS,2013-06-11,368242,14148928,18592
Chocolat,2013-06-10,35747,2924240,4103
SISTAR,2013-06-10,380449,77289316,23562
Nell,2013-06-10,32489,2016243,2113
Boys Republic,2013-06-04,35033,2139453,1877
Girls' Generation,2013-06-04,197178,28255769,12355
Broken Valentine,2013-06-04,5854,751180,606
Rainbow,2013-06-03,73824,12367864,5833
MBLAQ,2013-06-03,151010,12467068,38640
EXO,2013-05-30,1968134,161379841,242043
FTISLAND,2013-05-29,10492,1020595,693
FTISLAND,2013-05-29,14004,1680328,779
Boyfriend,2013-05-27,60868,4658813,6792
Super Junior-D&E,2013-05-23,73000,5694120,10063
100%,2013-05-22,37090,1893835,3390
VIXX,2013-05-19,133701,10839174,12073
Shinhwa,2013-05-15,149654,9124905,16797
Wonder Boyz,2013-05-13,27714,1262785,2674
2PM,2013-05-11,324022,33984821,38172
N-Sonic,2013-05-09,2728,141738,154
LC9,2013-05-08,52082,3319721,6928
9MUSES,2013-05-08,106064,16341600,8272
B1A4,2013-05-07,181908,19522747,16647
4Men,2013-05-07,15683,5011514,671
As One,2013-05-07,3950,272029,131
2PM,2013-05-05,135484,12924481,24222
December,2013-05-03,2238,250625,122
SECRET,2013-04-29,82817,11342966,7818
24Hours,2013-04-28,1755,55313,101
T-ara N4,2013-04-28,30606,1820123,12002
T-ara N4,2013-04-28,105540,15094352,26826
UBeat,2013-04-28,48062,2389360,6411
Ladies' Code,2013-04-25,3538,168218,180
SHINee,2013-04-25,271422,23706464,44489
HISTORY,2013-04-25,30264,1338113,3074
4Minute,2013-04-25,288016,45595508,34750
Teen Top,2013-04-24,22123,1260865,2326
Dickpunks,2013-04-24,9362,1859978,836
Gavy NJ,2013-04-18,3489,536299,190
C-Clown,2013-04-17,57138,3844348,4777
4Men,2013-04-16,2361,232688,106
BtoB,2013-04-10,98860,6349291,8322
Boyfriend,2013-04-10,23978,2191755,582
CNBLUE,2013-04-09,48031,5573225,2925
M.I.B,2013-04-09,21686,1328626,1845
15&,2013-04-08,46237,3258343,4103
"Sunnyhill, Daybreak",2013-04-04,10723,1145037,886
Girls' Generation,2013-04-04,27195,1580247,4006
Davichi,2013-04-01,2482,397303,156
Delight,2013-04-01,7090,429434,953
ZE:A-Five,2013-03-24,37096,3189949,3400
Infinite,2013-03-20,169739,13569154,21649
Davichi,2013-03-18,1141,193487,59
Evol,2013-03-17,40848,2913069,3845
Girl's Day,2013-03-13,265902,52421510,9276
AKMU,2013-03-13,415291,40262878,13961
Glam,2013-03-12,50688,2330900,3333
Rania,2013-03-07,41161,4900770,3077
Ladies' Code,2013-03-07,19904,746665,942
U-KISS,2013-03-07,107917,9905715,15963
Davichi,2013-03-04,727,295996,32
Excite,2013-03-04,81,2656,8
2AM,2013-03-04,70612,2901310,4713
Myname,2013-03-04,15800,1214664,1115
D-Unit,2013-03-03,17419,1237160,1945
Teen Top,2013-02-25,275757,26586216,19777
Tritops,2013-02-20,385,23877,26
Girl's Day,2013-02-20,5310,468061,309
SHINee,2013-02-19,288234,25321237,45354
Speed,2013-02-19,63555,4862522,4605
Teen Top,2013-02-15,83675,7206458,9707
Orange Caramel,2013-02-15,2797,340223,207
Dasoni,2013-02-14,17128,1190051,886
Rainbow,2013-02-12,63591,10122681,4860
NU'EST,2013-02-12,48848,1296554,10233
Two X,2013-02-11,25888,3544563,2955
B.A.P,2013-02-11,521889,40648944,60833
ZE:A,2013-02-07,4187,324281,366
Clazziquai Project,2013-02-05,10476,1261195,617
December,2013-02-01,3502,648070,210
SISTAR19,2013-01-30,243324,49710052,13583
Infinite H,2013-01-28,30881,1985836,1643
DMTN,2013-01-28,4724,144736,736
LeeSsang,2013-01-25,35281,4962865,2322
Myname,2013-01-24,34876,2228162,2613
9MUSES,2013-01-23,78122,9581510,6021
Mr.Mr,2013-01-23,17739,1102847,1389
Speed,2013-01-21,2530,94392,123
Tiny-G,2013-01-20,114199,8424412,8104
B.A.P,2013-01-14,171647,13195729,20489
Speed,2013-01-14,39426,3340666,2260
CNBLUE,2013-01-13,241511,25770253,14918
Infinite H,2013-01-10,64870,4502287,7589
Boyfriend,2013-01-09,144409,13615847,10990
Nell,2013-01-08,8133,539803,514
Speed,2013-01-06,24192,1974500,1676
Super Junior-M,2013-01-06,360161,41454555,79449
A-PRINCE,2013-01-05,1329,48561,131
Apink,2013-01-02,6166,372989,440
Glam,2013-01-01,146898,6259595,11453
Girls' Generation,2013-01-01,2152629,265383184,512923
CNBLUE,2012-12-26,13909,1625148,576
Super Junior-K.R.Y,2012-12-24,28310,1544183,2726
Girls' Generation,2012-12-21,394898,61587032,37364
December,2012-12-20,6974,1035676,518
C-Real,2012-12-13,5442,407080,456
Sunny Hill,2012-12-13,35974,4765021,3606
Orange Caramel,2012-12-12,6520,297570,618
Noel,2012-12-11,21519,3721971,635
100%,2012-12-07,14087,739736,1255
ZE:A,2012-12-06,16785,1425181,1328
The SeeYa,2012-12-06,291,19562,13
Clazziquai Project,2012-12-05,8272,739885,342
FTISLAND,2012-12-04,7097,660522,322
SECRET,2012-12-03,45704,5679829,4120
Nell,2012-12-03,9967,753312,634
Boyfriend,2012-12-03,34590,3192666,1096
Boyfriend,2012-12-03,23697,1949391,876
BIGSTAR,2012-11-27,10044,600487,857
TVXQ!,2012-11-26,118877,10468069,13595
Gavy NJ,2012-11-22,909,129842,50
C-Clown,2012-11-22,57394,3981797,3715
Girls' Generation,2012-11-21,291630,49598033,32395
U-KISS,2012-11-20,12465,812528,1466
Spica,2012-11-20,46521,5298811,2464
Dal Shabet,2012-11-18,2631,244813,241
A-JAX,2012-11-14,14603,875235,1566
The SeeYa,2012-11-14,719,45567,60
Dal Shabet,2012-11-13,6004,699047,349
Urban Zakapa,2012-11-12,7712,2020427,216
B1A4,2012-11-12,149327,14575259,14008
Fiestar,2012-11-08,21129,1868397,1794
Boyfriend,2012-11-07,310814,32827362,23475
D-Unit,2012-11-06,3425,185399,263
Noel,2012-11-06,18147,5163879,949
24K,2012-11-04,9901,289223,542
Girls' Generation,2012-11-03,303356,34675738,38056
Tahiti,2012-10-31,12128,971679,1225
Brown Eyed Soul,2012-10-31,15259,4804491,1012
5tion,2012-10-28,1724,111112,174
Girl's Day,2012-10-25,90236,15737739,4766
Miss S,2012-10-25,2235,271843,100
Urban Zakapa,2012-10-24,3853,862722,179
100%,2012-10-24,9829,455507,1234
TimeZ,2012-10-24,16237,1132332,1963
BtoB,2012-10-23,40936,2669315,2440
Myname,2012-10-23,16257,1493877,1360
B.A.P,2012-10-22,165541,13283107,20666
Epik High,2012-10-19,63897,3884614,4468
Epik High,2012-10-19,84330,4852987,6910
Block B,2012-10-16,834483,41648820,36653
Wonder Boyz,2012-10-15,16583,927717,1400
NU'EST,2012-10-15,9779,265450,1075
miss A,2012-10-14,446350,53322045,33690
Jewelry,2012-10-10,8459,920219,823
AOA,2012-10-10,57631,7417453,4725
Boys Republic,2012-10-10,14173,1037045,685
Gavy NJ,2012-10-08,3240,352664,203
15&,2012-10-04,47549,3611189,3841
EXID,2012-10-03,324063,50388351,15311
BIGSTAR,2012-10-03,15934,1053140,1279
A.cian,2012-09-27,1405,65163,81
U-KISS,2012-09-26,114087,11669609,9674
TVXQ!,2012-09-24,333079,35884916,51353
AshGray,2012-09-21,85,7736,10
AshGray,2012-09-21,140,19299,12
Rania,2012-09-20,49071,5540530,5507
Mighty Mouth,2012-09-19,439,208443,28
100%,2012-09-18,57453,3755411,4754
Spica,2012-09-18,44673,4304039,3374
SECRET,2012-09-12,147224,25011533,14017
BtoB,2012-09-11,603907,50549457,30020
Orange Caramel,2012-09-11,64979,8316912,3103
FTISLAND,2012-09-09,184668,18064125,14544
24K,2012-09-06,18270,625272,900
Urban Zakapa,2012-09-05,10152,1948174,414
CNBLUE,2012-09-04,10220,1273954,348
T-ara,2012-09-02,150447,12324924,12151
T-ara,2012-09-02,439591,79273232,43812
"T-ara, Shannon, Gunji",2012-09-02,140065,27766498,7537
Fiestar,2012-08-30,38075,3184119,4196
Boyfriend,2012-08-30,39730,4164221,1664
B.A.P,2012-08-28,69041,5118303,8821
ZE:A,2012-08-26,12362,859214,1706
Tiny-G,2012-08-22,25080,2169216,2783
KARA,2012-08-21,181837,40361217,23086
U-KISS,2012-08-20,18046,1754045,2240
FTISLAND,2012-08-16,7458,781827,424
Two X,2012-08-15,7490,634754,792
EXID,2012-08-14,114403,14403944,5757
VIXX,2012-08-13,80316,5608385,4178
NU'EST,2012-08-12,16596,471276,2898
Super Junior-K.R.Y,2012-08-10,19108,907284,1860
CNBLUE,2012-08-09,11291,1157479,591
Evol,2012-08-09,50708,2655890,5059
Tasty,2012-08-09,30880,1724997,2667
Supernova,2012-08-08,440,21637,38
4Minute,2012-08-06,71240,10789449,7211
Teen Top,2012-08-03,100499,12762815,7702
D-Unit,2012-08-01,5412,413843,609
CNBLUE,2012-07-31,16242,1159498,981
AOA,2012-07-30,83535,9805232,7479
"Fiestar, IU",2012-07-25,37050,4457113,2903
A-PRINCE,2012-07-24,5247,586092,624
Crayon Pop,2012-07-23,25870,3973876,1907
Beast,2012-07-21,432180,57907253,47675
Crayon Pop,2012-07-21,24616,3979785,1532
Glam,2012-07-19,99192,3242020,9908
B.A.P,2012-07-18,127655,11377999,21098
C-Clown,2012-07-18,43173,2986577,4468
Brown Eyed Girls,2012-07-16,12760,1660883,1333
Tahiti,2012-07-13,4840,570602,579
BIGSTAR,2012-07-11,22800,1596700,3052
A-JAX,2012-07-10,36811,2486702,3833
NU'EST,2012-07-10,27510,841029,3404
December,2012-07-09,1961,303227,186
Wonder Girls,2012-07-09,160496,15048135,23965
T-ara,2012-07-08,104760,16930337,9030
CROSS GENE,2012-07-07,70975,4372467,8185
2NE1,2012-07-06,695310,86115998,83288
Myname,2012-07-06,13244,1005234,826
U-KISS,2012-07-05,7007,398048,1082
ZE:A,2012-07-03,35541,3961788,5826
T-ara,2012-07-02,282016,23513036,43883
SISTAR,2012-06-27,225208,51296287,14334
After School,2012-06-19,156891,24477625,16384
Girls' Generation,2012-06-14,520846,77251846,56241
Boyfriend,2012-06-14,57957,5537286,8958
f(x),2012-06-11,1069745,142612399,120121
U-KISS,2012-06-09,178146,20940330,24231
Dal Shabet,2012-06-05,30770,4627663,2244
Girls' Generation-TTS,2012-06-05,36440,3244230,5239
2NE1,2012-06-05,83486,6890607,14569
BIGBANG,2012-06-02,737825,99770737,140648
Wonder Girls,2012-06-02,235183,36091128,32441
A-JAX,2012-05-31,17955,1102550,2996
Myname,2012-05-31,39166,2718250,3678
Teen Top,2012-05-30,146513,17549523,10531
M.I.B,2012-05-29,25461,1963142,1899
LeeSsang,2012-05-29,35967,6570189,1722
Sunny Hill,2012-05-28,3229,389827,297
As One,2012-05-27,1982,192328,122
Tritops,2012-05-24,250,11145,16
LeeSsang,2012-05-24,15523,2929667,1034
T-ara,2012-05-23,6844,551745,336
B1A4,2012-05-23,135010,17051262,14851
VIXX,2012-05-23,91105,6715738,8027
BtoB,2012-05-22,122497,11565363,9477
FTISLAND,2012-05-22,15912,1676779,656
2PM,2012-05-20,35325,2649573,3165
JJ Project,2012-05-19,498588,24724332,36077
LeeSsang,2012-05-18,4835,778405,231
DMTN,2012-05-16,974,43547,79
C-Real,2012-05-15,17772,1052766,1788
Infinite,2012-05-15,147116,16213848,12352
A-JAX,2012-05-14,8822,538862,1023
Broken Valentine,2012-05-14,282,29218,14
Apink,2012-05-09,89327,12470616,7494
Super Junior,2012-05-09,108411,10022351,6316
Mighty Mouth,2012-05-09,22069,4532091,1353
Hello Venus,2012-05-08,80611,8719548,10708
Block B,2012-05-08,17106,1210326,2079
BtoB,2012-05-02,50989,3250392,4049
Gavy NJ,2012-05-02,2351,326819,148
Touch,2012-05-01,18872,907556,1463
FTISLAND,2012-05-01,10462,986865,577
Girls' Generation-TTS,2012-04-30,652494,96147131,86719
December,2012-04-30,86,22689,1
Block B,2012-04-29,21737,1486107,2002
J.Y. Park,2012-04-28,54626,5541406,3388
B.A.P,2012-04-26,185405,17965145,26699
U-KISS,2012-04-25,108683,10753434,28438
Sunny Hill,2012-04-19,16337,1961623,2083
Noel,2012-04-19,5565,1246736,317
5tion,2012-04-18,466,41335,61
Girl's Day,2012-04-17,50708,7397818,4148
Daybreak,2012-04-16,3049,586402,159
SISTAR,2012-04-11,572192,145174370,30282
Shinhwa,2012-04-10,49473,3369033,2528
Nell,2012-04-09,39537,3547081,3253
4Minute,2012-04-08,365266,50767775,38820
EXO,2012-04-07,1609717,103144343,199302
M.I.B,2012-04-04,8611,705747,486
Urban Zakapa,2012-04-03,1608,214395,67
Girls' Generation,2012-04-03,152246,14675688,8889
ZE:A,2012-04-02,1998,175322,204
Spica,2012-03-28,23269,1696458,2165
Tritops,2012-03-27,236,8724,19
CNBLUE,2012-03-25,138493,17593129,9850
SHINee,2012-03-22,507401,45541074,85266
BtoB,2012-03-21,275842,28023201,18838
5tion,2012-03-21,442,44665,54
Rainbow,2012-03-18,7287,1953541,337
CNBLUE,2012-03-15,88557,8854265,6991
NU'EST,2012-03-14,405954,27121254,14000
B1A4,2012-03-13,106174,12335910,15574
2AM,2012-03-11,60961,5775627,4660
EXO,2012-03-08,956242,93075975,81108
9MUSES,2012-03-07,36270,4360916,3727
C-Real,2012-03-06,8686,777372,1218
December,2012-03-06,239,101939,44
BIGBANG,2012-03-06,4304771,542958380,325013
KARA,2012-03-05,4993,659763,287
KARA,2012-03-05,13573,3058683,680
B.A.P,2012-03-01,21661,993368,1470
BIGBANG,2012-02-28,1160630,176318531,108183
U-KISS,2012-02-23,5788,236524,711
Brave Girls,2012-02-22,10519,975094,1163
BIGBANG,2012-02-21,1191623,197338809,152218
Orange Caramel,2012-02-20,9395,671232,659
miss A,2012-02-19,159704,23235343,16192
U-KISS,2012-02-16,13471,1126444,1226
EXID,2012-02-15,77554,11329970,8312
Beast,2012-02-14,111756,16155993,8519
GP Basic,2012-02-14,2135,234607,425
5tion,2012-02-12,167,38057,6
Chocolat,2012-02-08,4176,163542,813
Spica,2012-02-08,25834,2228169,1900
Davichi,2012-02-06,6693,1509723,359
Block B,2012-02-01,368341,25012231,5544
FTISLAND,2012-01-30,258108,24032997,20585
CNBLUE,2012-01-29,16098,2234811,668
EXO,2012-01-29,643524,42213670,54954
Dal Shabet,2012-01-26,4196,603193,590
B.A.P,2012-01-25,53114,2714210,2200
Song Jieun,2012-01-18,6706,754783,430
Sunny Hill,2012-01-12,28317,3726250,2920
Rainbow Pixie,2012-01-11,14746,2627980,2233
T-ara,2012-01-11,288236,60407978,13370
Wonder Girls,2012-01-11,71760,8077037,14432
9MUSES,2012-01-10,32335,5109933,2852
Spica,2012-01-09,10072,1299506,592
MBLAQ,2012-01-09,138858,10946381,41116
Broken Valentine,2012-01-09,1263,86692,75
JYJ,2012-01-07,76740,8401581,5251
JYJ,2012-01-05,98845,8370921,7200
Teen Top,2012-01-04,155814,17325152,11755
Dynamic Duo,2012-01-03,2301,516090,287
T-ara,2012-01-01,93774,14815950,12033
"T-ara, Davichi",2011-12-21,551104,93680543,29396
Super Junior-D&E,2011-12-18,114248,8786937,8122
Orange Caramel,2011-12-14,12776,1564971,776
MBLAQ,2011-12-08,12404,633648,1879
Boyfriend,2011-12-07,59638,5932341,8998
Infinite,2011-12-05,56833,4490306,8071
FTISLAND,2011-12-05,22798,3014606,1162
Trouble Maker,2011-11-30,1011868,129050535,50059
After School,2011-11-29,824,104558,41
ZE:A,2011-11-24,2291,217587,213
U-KISS,2011-11-23,37956,3968506,6279
Apink,2011-11-22,143433,15708001,7424
Rania,2011-11-20,36318,5749246,2765
T-ara,2011-11-17,223161,47932852,13237
4Minute,2011-11-14,69721,14278501,6009
Trax,2011-11-11,56265,3133708,6759
T-ara,2011-11-08,151517,20508499,14981
Urban Zakapa,2011-11-07,5777,1546319,185
Wonder Girls,2011-11-05,287668,52189679,57452
Brown Eyed Girls,2011-11-03,12514,1134593,1145
FTISLAND,2011-11-01,13821,1669411,664
FTISLAND,2011-11-01,5951,655258,279
CNBLUE,2011-10-31,32871,4637867,1538
FTISLAND,2011-10-31,3681,520491,151
FTISLAND,2011-10-31,3204,431339,180
FTISLAND,2011-10-31,5337,786404,194
Myname,2011-10-27,58517,5065991,9429
Noel,2011-10-25,17148,5250477,1008
M.I.B,2011-10-24,14274,1410100,1128
KARA,2011-10-23,19548,2323822,1641
BIGBANG,2011-10-21,19197,870380,2213
Girls' Generation,2011-10-18,2220821,294383565,272355
SECRET,2011-10-17,58574,11218997,6911
Orange Caramel,2011-10-12,26700,3876549,2017
C-Real,2011-10-11,22992,2113449,3013
FTISLAND,2011-10-10,62727,8126043,11441
N-Sonic,2011-10-05,8078,605107,787
Boyfriend,2011-10-05,88137,9764731,13558
Clover,2011-09-28,4034,484569,431
Super Junior,2011-09-26,288922,40415750,90127
Infinite,2011-09-25,134392,13332571,25401
Brown Eyed Girls,2011-09-22,5752,1047085,462
Jewelry S,2011-09-21,1349,319317,135
T-ara,2011-09-19,4242,607008,311
Brown Eyed Girls,2011-09-15,3571,394804,288
Girl's Day,2011-09-05,13944,2056232,1434
U-KISS,2011-08-31,206945,23396941,48706
ZE:A,2011-08-29,6150,550892,832
Davichi,2011-08-26,319,20820,22
Super Junior,2011-08-26,234173,24392975,27520
Super Junior-M,2011-08-24,81094,10194861,10638
Nemesis,2011-08-24,708,89125,51
LeeSsang,2011-08-23,74597,14108754,2866
9MUSES,2011-08-18,22819,2692306,1968
Chocolat,2011-08-16,30656,4161695,7573
Dal Shabet,2011-08-10,6139,1585683,702
December,2011-08-10,368,165547,33
Girls' Generation,2011-08-10,147470,19466771,22876
SISTAR,2011-08-08,286440,75951825,21315
Sunny Hill,2011-08-04,26139,1859977,3065
Super Junior,2011-08-03,1901715,228132062,987595
T-ara,2011-08-02,365151,69030880,21112
Brave Girls,2011-07-28,8191,748579,1279
After School Red,2011-07-27,33525,2774108,1933
Teen Top,2011-07-27,54538,5334009,4745
2NE1,2011-07-27,351704,47592318,41742
Blady,2011-07-26,1477,172027,353
2PM,2011-07-25,12905,1476194,1226
Infinite,2011-07-20,93229,9195699,20849
2NE1,2011-07-20,368744,40670278,40329
After School Blue,2011-07-19,12812,1222532,1384
2PM,2011-07-19,14290,1298022,1079
Jewelry,2011-07-17,29,9455,7
miss A,2011-07-17,378258,57768366,25731
B1A4,2011-07-15,157459,17315372,20561
GP Basic,2011-07-14,8823,866388,991
B1A4,2011-07-13,75132,9334153,7612
MBLAQ,2011-07-11,121308,11008526,22359
The Grace - Dana&Sunday,2011-07-08,23542,2481756,3955
ZE:A,2011-07-07,16763,2064305,2401
Girls' Generation,2011-07-07,102497,7117884,5161
8eight,2011-07-06,2990,616448,246
AshGray,2011-06-30,13,1123,4
AshGray,2011-06-30,416,58934,53
T-ara,2011-06-29,173691,25206408,12102
Mighty Mouth,2011-06-29,24765,3516624,2287
2NE1,2011-06-27,3581052,362143846,256959
Apink,2011-06-22,7126,675506,343
M&D,2011-06-22,39420,1939232,5743
Block B,2011-06-22,46938,4363667,4416
Rainbow,2011-06-21,14837,2315232,1352
2PM,2011-06-20,688109,84432920,49870
f(x),2011-06-17,489953,69120154,41867
KARA,2011-06-15,76766,15725298,5605
Apink,2011-06-13,15453,1289724,1180
Girl's Day,2011-06-02,30321,4579180,2072
Sunny Hill,2011-06-02,50642,5393623,5517
SECRET,2011-06-01,109173,18478625,11636
Boyfriend,2011-05-25,341978,34717113,45472
Daybreak,2011-05-23,236,29406,7
FTISLAND,2011-05-23,125096,14449707,9700
Urban Zakapa,2011-05-17,16834,3384992,833
After School,2011-05-17,7502,712920,501
Beast,2011-05-16,829858,128497787,61717
Jewelry,2011-05-15,101,10968,11
5Dolls,2011-05-11,498,30369,24
2NE1,2011-05-11,729915,100899604,61005
miss A,2011-05-11,41820,6486188,3429
Touch,2011-05-05,5198,309029,363
Untouchable,2011-05-04,2652,192893,204
SISTAR19,2011-05-02,622298,121962733,34064
After School,2011-04-29,37738,4714776,2212
After School,2011-04-28,81583,13523520,7447
CNBLUE,2011-04-25,212969,23465328,13226
Girl's Day,2011-04-21,7484,1115712,410
B1A4,2011-04-20,97282,9469129,8028
Apink,2011-04-18,94967,9642089,5396
f(x),2011-04-18,269294,48528681,30114
Super Junior-K.R.Y,2011-04-15,28691,1905211,2286
Dal Shabet,2011-04-13,3762,298865,263
BIGBANG,2011-04-13,461316,64054710,48150
Block B,2011-04-13,63033,5649024,9782
KARA,2011-04-11,10605,1145295,1047
Rainbow,2011-04-08,46452,8021000,4267
Jewelry S,2011-04-07,1004,251614,145
Brave Girls,2011-04-07,3668,146145,394
Brave Girls,2011-04-07,1428,121249,108
4Minute,2011-04-04,87250,17305271,8623
Clover,2011-03-31,11548,1287840,882
U-KISS,2011-03-30,103117,8732533,8743
4Minute,2011-03-28,141254,22523468,13919
LPG,2011-03-21,738,138671,63
CNBLUE,2011-03-19,105921,14298519,5811
F1rst,2011-03-18,1004,87922,139
SG Wannabe,2011-03-18,656,258785,68
ZE:A,2011-03-17,48880,5278049,4293
Infinite,2011-03-16,132888,13763471,14855
Girl's Day,2011-03-15,127685,19953193,10179
KARA,2011-03-15,46162,10298423,3426
TVXQ!,2011-03-14,52396,5754387,6897
Teen Top,2011-03-13,14508,807545,1874
Song Jieun,2011-03-02,180443,16520829,9089
Dal Shabet,2011-03-01,21542,2815110,2337
BIGBANG,2011-02-28,631475,109796215,63470
5Dolls,2011-02-16,3249,391419,316
5Dolls,2011-02-16,855,100122,42
Flower,2011-02-15,503,88913,43
DMTN,2011-02-14,541,24896,31
DMTN,2011-02-14,696,29050,57
4Minute,2011-02-08,45879,10526649,4035
GD&T.O.P,2011-01-31,314253,48383914,23673
Jewelry,2011-01-27,5908,1284618,652
TVXQ!,2011-01-18,9258,892102,1426
Mighty Mouth,2011-01-18,7188,1440160,679
Girls' Generation,2011-01-18,73899,11968155,13372
Teen Top,2011-01-13,50489,6281311,8469
MBLAQ,2011-01-11,66024,7407535,8636
Girls' Generation,2011-01-11,51687,3214198,5168
SECRET,2011-01-06,73464,8541758,5930
Infinite,2011-01-05,53871,3858987,5471
TVXQ!,2011-01-04,217940,30622338,33903
MBLAQ,2011-01-02,79315,8697155,13886
Untouchable,2010-12-30,236,14716,17
TVXQ!,2010-12-19,6723,1147109,1036
After School,2010-12-10,15180,2784370,1232
AshGray,2010-12-09,110,15674,15
Untouchable,2010-12-02,1064,90294,59
SISTAR,2010-12-02,46362,11907644,3393
2NE1,2010-12-02,171829,40531980,24004
T-ara,2010-12-01,14176,1662988,1640
T-ara,2010-12-01,24330,4414944,938
M.C The Max,2010-11-24,1691,757155,138
Gavy NJ,2010-11-24,124,50498,9
Untouchable,2010-11-18,4705,285630,318
Orange Caramel,2010-11-17,34429,4956792,1870
Beast,2010-11-15,250457,38369021,22961
2NE1,2010-10-31,343193,39497556,35097
U-KISS,2010-10-29,35014,3952628,10217
Brown Eyed Girls,2010-10-29,24947,3745945,1726
Girl's Day,2010-10-27,25469,3853726,2686
2AM,2010-10-25,28706,2252049,2635
2AM,2010-10-25,14019,1265694,895
Girls' Generation,2010-10-25,308369,54973929,35871
4Minute,2010-10-21,34491,8154032,4628
SG Wannabe,2010-10-21,3239,1136309,210
2PM,2010-10-11,197522,37850657,23214
CNBLUE,2010-10-06,110109,14125974,4934
SHINee,2010-10-04,685703,84908875,79639
Beast,2010-09-29,182933,34241127,18079
CNBLUE,2010-09-27,65280,7123460,3064
miss A,2010-09-26,245458,43290525,19627
2NE1,2010-09-11,286274,46018607,27713
2NE1,2010-09-09,82386,9112116,6863
2NE1,2010-09-09,405574,57772071,36490
Miss S,2010-09-09,1040,275147,130
Gavy NJ,2010-09-09,1637,573636,85
Trax,2010-09-02,26314,1995849,3561
DMTN,2010-09-01,452,21355,35
KARA,2010-08-31,4215,1277905,456
FTISLAND,2010-08-25,59132,10078111,3649
SISTAR,2010-08-24,44308,8602917,3677
BIGBANG,2010-08-24,161627,31130446,26000
2PM,2010-08-22,18849,2953799,2712
Supernova,2010-08-18,1568,149957,198
GP Basic,2010-08-13,11025,1183523,1824
Rainbow,2010-08-12,95233,16849374,6023
9MUSES,2010-08-12,22234,2146103,2030
SECRET,2010-08-12,41230,4591935,2107
Koyote,2010-08-06,525,88977,32
Infinite,2010-08-03,48034,5452918,4183
Daybreak,2010-07-16,274,46776,17
Teen Top,2010-07-12,29671,3662206,4783
Super Junior,2010-07-07,870242,120748141,112911
4Minute,2010-07-04,113275,29665963,9465
LPG,2010-07-02,240,39922,20
miss A,2010-06-30,775157,88757878,33112
Girl's Day,2010-06-21,5071,702754,359
miss A,2010-06-21,36927,8717824,3939
SHINee,2010-06-19,1018753,132680185,127975
As One,2010-06-16,113,10593,4
Untouchable,2010-06-15,1547,144004,114
Koyote,2010-06-10,1380,254801,132
Infinite,2010-06-09,65520,5704281,6997
Girl's Day,2010-06-06,9481,1910680,1845
SISTAR,2010-06-03,38901,6562832,2990
SS501,2010-05-24,419680,48917111,28135
SS501,2010-05-24,18220,1690326,2318
Super Junior,2010-05-24,42387,4954083,6441
2AM,2010-05-24,5666,373996,411
4Minute,2010-05-20,173451,38397008,11060
BIGBANG,2010-05-16,275956,52806526,24845
Wonder Girls,2010-05-15,29627,6635472,4951
Wonder Girls,2010-05-15,17495,3543975,3651
Super Junior,2010-05-11,905997,149763434,117834
Brown Eyed Soul,2010-05-11,6446,1710985,455
8eight,2010-05-11,6849,273555,581
Davichi,2010-05-10,183,14642,7
f(x),2010-05-04,264835,40192341,20400
2PM,2010-04-18,90542,16521961,8586
